0	7060	6746	26153	0	4000	
1	7060	8943	27565	0	4000	
2	4550	8943	27565	0	4000	
3	4550	8943	27565	0	4000	
4	5491	8786	27251	0	4000	
5	5491	8786	27251	0	4000	
6	5648	7688	27094	0	4000	
7	5648	7688	27094	0	4000	
8	3608	8629	25212	0	4000	
9	3608	8629	25212	0	4000	
10	6590	5491	20975	0	4000	
11	6590	5491	20975	0	4000	
12	6903	1569	20504	0	4000	
13	6903	1569	20504	0	4000	
14	4079	8159	26310	0	4000	
15	4079	8159	26310	0	4000	
16	2039	9885	30860	0	4000	
17	2039	9885	30860	0	4000	
18	4236	4393	29605	0	4000	
19	4236	4393	29605	0	4000	
20	5491	3451	26938	0	4000	
21	5491	3451	26938	0	4000	
22	4550	5962	25055	0	4000	
23	4550	5962	25055	0	4000	
24	6119	5021	20504	0	4000	
25	6119	5021	20504	0	4000	
26	5805	-470	17209	0	4000	
27	5805	-470	17209	0	4000	
28	4236	3922	21132	0	4000	
29	4236	3922	21132	0	4000	
30	4079	9571	26938	0	4000	
31	4079	9571	26938	0	4000	
32	4079	9571	31959	0	4000	
33	5021	8786	31959	0	4000	
34	5021	8786	31959	0	4000	
35	8002	7217	-32008	0	4000	
36	8002	7217	-32008	0	4000	
37	5648	9728	-31224	0	4000	
38	5648	9728	-31224	0	4000	
39	4550	10983	31488	0	4000	
40	4550	10983	31488	0	4000	
41	7217	4707	25525	0	4000	
42	7217	4707	25525	0	4000	
43	4236	3451	22387	0	4000	
44	4236	3451	22387	0	4000	
45	4236	6119	21917	0	4000	
46	4236	6119	21917	0	4000	
47	7531	5962	23015	0	4000	
48	7531	5962	23015	0	4000	
49	5491	6433	27408	0	4000	
50	5491	6433	27408	0	4000	
51	5805	8159	31017	0	4000	
52	5805	8159	31017	0	4000	
53	6746	11767	32429	0	4000	
54	6746	11767	32429	0	4000	
55	5021	7688	31174	0	4000	
56	5021	7688	31174	0	4000	
57	5491	5177	26624	0	4000	
58	5491	5177	26624	0	4000	
59	8002	6276	24270	0	4000	
60	8002	6276	24270	0	4000	
61	8002	8629	23956	0	4000	
62	5021	8629	23956	0	4000	
63	5021	8629	23956	0	4000	
64	6590	8629	25996	0	4000	
65	6590	8629	25996	0	4000	
66	8472	6119	25996	0	4000	
