0	627	5805	25996	0	4000	
1	627	5805	25996	0	4000	
2	470	6119	25839	0	4000	
3	470	6119	25839	0	4000	
4	0	5962	25682	0	4000	
5	0	5962	25682	0	4000	
6	0	5648	25525	0	4000	
7	0	5648	25525	0	4000	
8	-156	5805	26467	0	4000	
9	-156	5805	26467	0	4000	
10	-156	5962	26310	0	4000	
11	-156	5962	26310	0	4000	
12	-156	6433	26310	0	4000	
13	-156	6433	26310	0	4000	
14	-627	6276	26153	0	4000	
15	-627	6276	26153	0	4000	
16	-470	6119	26310	0	4000	
17	-470	6119	26310	0	4000	
18	-156	6119	25682	0	4000	
19	-156	6119	25682	0	4000	
20	0	5962	25996	0	4000	
21	0	5962	25996	0	4000	
22	-156	6433	26310	0	4000	
23	-156	6433	26310	0	4000	
24	156	6590	26467	0	4000	
25	156	6590	26467	0	4000	
26	156	6433	26467	0	4000	
27	156	6433	26467	0	4000	
28	156	6433	26153	0	4000	
29	627	6433	26153	0	4000	
30	627	6433	26153	0	4000	
31	784	6276	25996	0	4000	
32	784	6276	25996	0	4000	
33	313	6276	25682	0	4000	
34	313	6276	25682	0	4000	
35	313	6433	26467	0	4000	
36	313	6433	26467	0	4000	
37	313	5962	25996	0	4000	
38	313	5962	25996	0	4000	
39	627	6119	26310	0	4000	
40	627	6119	26310	0	4000	
41	1098	6590	26624	0	4000	
42	1098	6590	26624	0	4000	
43	627	6590	26310	0	4000	
44	627	6590	26310	0	4000	
45	784	6433	26310	0	4000	
46	784	6433	26310	0	4000	
47	1255	6433	26153	0	4000	
48	1255	6433	26153	0	4000	
49	941	6276	25996	0	4000	
50	941	6276	25996	0	4000	
51	1255	6590	25996	0	4000	
52	1255	6590	25996	0	4000	
53	784	6119	26153	0	4000	
54	784	6119	26153	0	4000	
55	1255	6276	26153	0	4000	
56	1255	6276	26153	0	4000	
57	941	6746	26310	0	4000	
58	941	6746	26310	0	4000	
59	941	6590	26467	0	4000	
60	784	6590	26467	0	4000	
61	784	6590	26467	0	4000	
62	784	5962	26781	0	4000	
63	784	5962	26781	0	4000	
64	941	6276	26310	0	4000	
65	941	6276	26310	0	4000	
66	784	6903	26153	0	4000	
67	784	6903	26153	0	4000	
68	470	6119	26153	0	4000	
69	470	6119	26153	0	4000	
70	784	6433	25996	0	4000	
71	784	6433	25996	0	4000	
72	313	6746	26153	0	4000	
73	313	6746	26153	0	4000	
74	470	6746	26153	0	4000	
75	470	6746	26153	0	4000	
