0	10355	6903	27565	0	4000	
1	10355	7374	27879	0	4000	
2	10355	7374	27879	0	4000	
3	10669	6590	27565	0	4000	
4	10669	6590	27565	0	4000	
5	9885	6746	27408	0	4000	
6	9885	6746	27408	0	4000	
7	10198	6590	27251	0	4000	
8	10198	6590	27251	0	4000	
9	10669	6746	27408	0	4000	
10	10669	6746	27408	0	4000	
11	10042	7217	27879	0	4000	
12	10042	7217	27879	0	4000	
13	10512	6903	27879	0	4000	
14	10512	6903	27879	0	4000	
15	10512	6903	27879	0	4000	
16	10355	7217	27408	0	4000	
17	10355	7217	27408	0	4000	
18	10669	6433	27408	0	4000	
19	10669	6433	27408	0	4000	
20	10669	6746	27251	0	4000	
21	10669	6746	27251	0	4000	
22	9728	6903	27722	0	4000	
23	9728	6903	27722	0	4000	
24	9885	6903	27565	0	4000	
25	9885	6903	27565	0	4000	
26	10042	6746	27565	0	4000	
27	10042	6746	27565	0	4000	
28	9728	6903	27722	0	4000	
29	9728	6903	27722	0	4000	
30	10355	6903	27094	0	4000	
31	10355	6903	27094	0	4000	
32	10355	7217	27879	0	4000	
33	10355	7217	27879	0	4000	
34	10355	7217	27879	0	4000	
35	10355	7217	27879	0	4000	
36	10512	7531	27565	0	4000	
37	10512	7531	27565	0	4000	
38	10355	6903	27722	0	4000	
39	10355	6903	27722	0	4000	
40	10512	7060	27565	0	4000	
41	10512	7060	27565	0	4000	
42	10355	6903	27565	0	4000	
43	10355	6903	27565	0	4000	
44	10355	6903	28193	0	4000	
45	9885	6590	28193	0	4000	
46	9885	6590	28193	0	4000	
47	10042	7060	27722	0	4000	
48	10042	7060	27722	0	4000	
49	10198	6903	27722	0	4000	
50	10198	6903	27722	0	4000	
51	10198	6903	27094	0	4000	
52	10198	6903	27094	0	4000	
53	10669	6903	27408	0	4000	
54	10669	6903	27408	0	4000	
55	9885	6903	27408	0	4000	
56	9885	6903	27408	0	4000	
57	10198	6903	27879	0	4000	
58	10198	6903	27879	0	4000	
59	10983	7060	27408	0	4000	
60	10983	7060	27408	0	4000	
61	10355	6746	27722	0	4000	
62	10355	6746	27722	0	4000	
63	10826	7060	27565	0	4000	
64	10826	7060	27565	0	4000	
65	10355	7060	27408	0	4000	
