0	13650	5491	28663	0	4000	
1	13650	5648	28350	0	4000	
2	13493	5491	28350	0	4000	
3	13493	5334	28036	0	4000	
4	13180	5962	28193	0	4000	
5	12866	5805	28193	0	4000	
6	12238	5491	28507	0	4000	
7	12552	5491	28036	0	4000	
8	12081	5805	28193	0	4000	
9	12395	5805	28350	0	4000	
10	12552	5805	28193	0	4000	
11	12552	5021	28036	0	4000	
12	12709	5334	27722	0	4000	
13	12709	5648	28193	0	4000	
14	13023	5805	28507	0	4000	
15	11767	5648	28193	0	4000	
16	12395	5648	28036	0	4000	
17	12395	5805	28036	0	4000	
18	11924	5962	28193	0	4000	
19	11454	5805	27879	0	4000	
20	11454	5962	28036	0	4000	
21	11297	5648	27879	0	4000	
22	12081	5805	27722	0	4000	
23	11297	5491	28036	0	4000	
24	12081	5962	27879	0	4000	
25	11924	5805	28036	0	4000	
26	11611	6119	27879	0	4000	
27	11924	5648	27879	0	4000	
28	12081	5648	27879	0	4000	
29	12395	5334	28036	0	4000	
30	11924	5648	27722	0	4000	
31	11924	5805	27879	0	4000	
32	11611	6119	28036	0	4000	
33	11611	5962	27879	0	4000	
34	11767	5648	27722	0	4000	
35	11454	5805	27879	0	4000	
36	11611	5648	27879	0	4000	
37	11297	5491	27722	0	4000	
38	11454	5648	27879	0	4000	
39	11924	5962	28036	0	4000	
40	11924	5962	27879	0	4000	
41	12081	5648	27722	0	4000	
42	11611	5491	27879	0	4000	
43	11767	5962	27879	0	4000	
44	10512	5962	27722	0	4000	
45	12238	5805	27722	0	4000	
46	12709	5334	28036	0	4000	
47	11140	5491	27879	0	4000	
48	12238	5805	28350	0	4000	
49	12395	5805	27722	0	4000	
50	12238	5962	28036	0	4000	
51	10669	5648	28036	0	4000	
52	12552	6433	27879	0	4000	
53	13023	6433	28663	0	4000	
54	10983	6276	28820	0	4000	
55	12552	6276	27722	0	4000	
56	11767	5648	27722	0	4000	
57	11297	5962	27879	0	4000	
58	11611	5177	27879	0	4000	
59	9728	4707	27722	0	4000	
60	11297	5021	28193	0	4000	
61	12395	5021	27722	0	4000	
62	12238	4393	27879	0	4000	
63	12395	5491	28036	0	4000	
64	13180	6433	28350	0	4000	
65	13337	5962	28036	0	4000	
66	12552	6590	28507	0	4000	
67	12081	5805	27879	0	4000	
68	12081	4864	28036	0	4000	
69	11767	4864	27722	0	4000	
70	11611	4707	27565	0	4000	
71	11924	5177	28036	0	4000	
72	12395	5648	28036	0	4000	
73	12238	5805	27879	0	4000	
74	12709	5962	28193	0	4000	
75	12866	5805	28036	0	4000	
76	13023	5805	28350	0	4000	
77	13493	5491	28036	0	4000	
78	13023	5334	28350	0	4000	
79	12866	5021	27879	0	4000	
80	12395	5177	28193	0	4000	
81	12081	5491	28036	0	4000	
82	12081	5491	28193	0	4000	
83	11140	5334	28036	0	4000	
84	11454	5805	27722	0	4000	
85	12866	6433	28507	0	4000	
86	13023	6276	28193	0	4000	
87	13023	6276	28350	0	4000	
88	13023	5962	28350	0	4000	
89	12395	5962	28036	0	4000	
90	12395	5962	28350	0	4000	
91	12552	5962	28350	0	4000	
92	12709	5805	27722	0	4000	
93	12081	5962	28193	0	4000	
94	12866	5962	28193	0	4000	
95	12709	5805	28193	0	4000	
96	12866	5805	28036	0	4000	
97	12552	5648	28036	0	4000	
98	12709	5648	28193	0	4000	
99	12709	5491	28036	0	4000	
100	13023	5962	28036	0	4000	
101	12709	6119	28036	0	4000	
102	12709	6433	28350	0	4000	
103	13180	6746	28350	0	4000	
104	13180	6433	28507	0	4000	
105	12866	6119	28036	0	4000	
106	12081	6276	28036	0	4000	
107	12081	6276	28036	0	4000	
108	12238	5962	28193	0	4000	
109	12238	5334	27879	0	4000	
110	12395	5491	28193	0	4000	
111	12552	5648	28350	0	4000	
112	12709	5962	27879	0	4000	
113	12395	6276	28193	0	4000	
114	12866	6433	28036	0	-622	
115	15690	4393	27408	0	-622	
116	8786	4236	28193	0	-622	
117	8629	2824	27251	0	-622	
118	14278	4079	28193	0	-622	
119	13650	3608	28350	0	-622	
120	11454	2981	26781	0	-622	
121	12866	3608	27251	0	-622	
122	10042	3295	26310	0	-622	
123	11454	2510	27722	0	-622	
124	941	2196	27408	0	-622	
125	18828	2196	26624	0	-622	
126	9571	313	27408	0	-622	
127	16788	2196	27722	0	-622	
128	11140	-627	25839	0	-622	
129	8159	-1412	26938	0	-622	
130	6903	-156	25996	0	-622	
131	5648	-1569	28350	0	-622	
132	-2353	-784	25839	0	-622	
133	14906	-4079	26310	0	-622	
134	13964	-2981	26153	0	-622	
135	31381	-10669	20034	0	-622	
136	-8159	313	25368	0	-622	
137	14906	-10355	11718	0	-622	
138	4550	-7374	25839	0	-622	
139	26360	-13180	7010	0	-622	
140	1882	8002	25212	0	-622	
141	4864	6276	28350	0	-622	
142	10826	-156	26153	0	-622	
143	-5805	-784	25525	0	-622	
144	6433	-8786	19406	0	-622	
145	5648	-10512	-31852	0	1405	
146	14121	-5648	22230	0	1405	
147	4236	-5491	26310	0	1405	
148	11454	5177	30703	0	1405	
149	0	6119	28977	0	1405	
150	4393	9885	-29027	0	1405	
151	28086	-17259	-3816	0	1405	
152	24948	-4393	17052	0	1405	
153	7217	11611	21132	0	1405	
154	5177	28086	-31381	0	1405	
155	11140	470	22073	0	1405	
156	25105	8629	-30910	0	11458	
157	11297	-29655	6383	0	11458	
158	2981	14906	-22908	0	11458	
159	19927	8159	28193	0	11458	
160	7217	-5491	13444	0	11458	
161	627	3138	28507	0	11458	
162	-6119	9571	32429	0	11458	
163	6433	2667	23329	0	11458	
164	13964	-13493	24427	0	11458	
165	2824	6903	27879	0	1416	
166	1255	-941	-23535	0	1416	
167	-1412	-941	29605	0	1416	
168	15533	-11297	28036	0	1416	
