0	1747	-160	0	4000	
1	1752	-160	0	4000	
2	1757	-80	0	4000	
3	1762	-80	0	4000	
4	1767	-80	0	4000	
5	1772	-80	0	4000	
6	1777	-200	0	4000	
7	1782	-200	0	4000	
8	1787	-80	0	4000	
9	1792	-80	0	4000	
10	1797	-80	0	4000	
11	1802	-80	0	4000	
12	1807	-40	0	4000	
13	1812	-40	0	4000	
14	1817	-40	0	4000	
15	1822	-40	0	4000	
16	1827	-80	0	4000	
17	1832	-80	0	4000	
18	1837	-80	0	4000	
19	1842	-80	0	4000	
20	1847	-80	0	4000	
21	1852	-80	0	4000	
22	1857	-120	0	4000	
23	1862	-120	0	4000	
24	1867	-160	0	4000	
25	1872	-160	0	4000	
26	1877	-160	0	4000	
27	1882	0	0	4000	
28	1887	0	0	4000	
29	1892	-120	0	4000	
30	1897	-120	0	4000	
31	1902	-200	0	4000	
32	1907	-200	0	4000	
33	1912	0	0	4000	
34	1917	0	0	4000	
35	1922	-120	0	4000	
36	1927	-120	0	4000	
37	1932	160	0	4000	
38	1937	160	0	4000	
39	1942	160	0	4000	
40	1947	160	0	4000	
41	1952	200	0	4000	
42	1957	200	0	4000	
43	1962	240	0	4000	
44	1967	240	0	4000	
45	1972	240	0	4000	
46	1977	240	0	4000	
47	1982	200	0	4000	
48	1987	200	0	4000	
49	1992	200	0	4000	
50	1997	200	0	4000	
51	2002	160	0	4000	
52	2007	160	0	4000	
53	2012	280	0	4000	
54	2017	280	0	4000	
55	2022	200	0	4000	
56	2027	200	0	4000	
57	2032	120	0	4000	
58	2037	120	0	4000	
59	2042	160	0	4000	
60	2047	160	0	4000	
61	2052	120	0	4000	
62	2057	120	0	4000	
63	2062	120	0	4000	
64	2067	120	0	4000	
65	2072	200	0	4000	
66	2077	200	0	4000	
67	2082	160	0	4000	
68	2087	160	0	4000	
69	2092	240	0	4000	
70	2097	240	0	4000	
71	2102	240	0	4000	
72	2107	240	0	4000	
73	2112	120	0	4000	
74	2117	120	0	4000	
75	2122	120	0	4000	
76	2127	120	0	4000	
77	2132	160	0	4000	
78	2137	160	0	4000	
79	2142	200	0	4000	
80	2147	200	0	4000	
81	2152	280	0	4000	
82	2157	280	0	4000	
83	2162	120	0	4000	
84	2167	120	0	4000	
85	2172	200	0	4000	
86	2177	200	0	4000	
87	2182	160	0	4000	
88	2187	160	0	4000	
89	2192	200	0	4000	
90	2197	200	0	4000	
91	2202	160	0	4000	
92	2207	160	0	4000	
93	2212	200	0	4000	
94	2217	200	0	4000	
95	2222	240	0	4000	
96	2227	240	0	4000	
97	2232	200	0	4000	
98	2237	200	0	4000	
99	2242	280	0	4000	
100	2247	280	0	4000	
101	2252	240	0	4000	
102	2257	240	0	4000	
103	2262	240	0	4000	
104	2267	240	0	4000	
105	2272	320	0	4000	
106	2277	320	0	4000	
107	2282	200	0	4000	
108	2287	200	0	4000	
109	2292	320	0	4000	
110	2297	320	0	4000	
111	2302	280	0	4000	
112	2307	280	0	4000	
113	2312	240	0	4000	
114	2317	240	0	4000	
115	2322	280	0	4000	
116	2327	280	0	4000	
117	2332	360	0	4000	
118	2337	360	0	4000	
119	2342	280	0	4000	
120	2347	280	0	4000	
121	2352	240	0	4000	
122	2357	240	0	4000	
123	2362	360	0	4000	
124	2367	360	0	4000	
125	2372	240	0	4000	
126	2377	240	0	4000	
127	2382	240	0	4000	
128	2387	240	0	4000	
129	2392	280	0	4000	
130	2397	280	0	4000	
131	2402	400	0	4000	
132	2407	400	0	4000	
133	2412	280	0	4000	
134	2417	280	0	4000	
135	2422	200	0	4000	
136	2427	200	0	4000	
137	2432	400	0	4000	
138	2437	400	0	4000	
139	2442	280	0	4000	
140	2447	280	0	4000	
141	2452	200	0	4000	
142	2457	200	0	4000	
143	2462	240	0	4000	
144	2467	240	0	4000	
145	2472	160	0	4000	
146	2477	160	0	4000	
147	2482	120	0	4000	
148	2487	120	0	4000	
149	2492	160	0	4000	
150	2497	160	0	4000	
151	2502	160	0	4000	
152	2507	160	0	4000	
153	2512	80	0	4000	
154	2517	80	0	4000	
155	2522	120	0	4000	
156	2527	120	0	4000	
157	2532	120	0	4000	
158	2537	120	0	4000	
159	2542	80	0	4000	
160	2547	80	0	4000	
161	2552	40	0	4000	
162	2557	40	0	4000	
163	2562	0	0	4000	
164	2567	0	0	4000	
165	2572	40	0	4000	
166	2577	40	0	4000	
167	2582	80	0	4000	
168	2587	80	0	4000	
169	2592	0	0	4000	
170	2597	0	0	4000	
171	2602	40	0	4000	
172	2607	40	0	4000	
173	2612	0	0	4000	
174	2617	0	0	4000	
175	2622	0	0	4000	
176	2627	0	0	4000	
177	2632	0	0	4000	
178	2637	0	0	4000	
179	2642	0	0	4000	
180	2647	0	0	4000	
181	2652	0	0	4000	
182	2657	0	0	4000	
183	2662	0	0	4000	
184	2667	0	0	4000	
185	2672	0	0	4000	
186	2677	0	0	4000	
187	2682	40	0	4000	
188	2687	40	0	4000	
189	2692	0	0	4000	
190	2697	0	0	4000	
191	2702	0	0	4000	
192	2707	0	0	4000	
193	2712	-40	0	4000	
194	2717	-40	0	4000	
195	2722	-40	0	4000	
196	2727	-40	0	4000	
197	2732	0	0	4000	
198	2737	0	0	4000	
199	2742	0	0	4000	
200	2747	0	0	4000	
201	2752	0	0	4000	
202	2757	0	0	4000	
203	2762	40	0	4000	
204	2767	40	0	4000	
205	2772	80	0	4000	
206	2777	80	0	4000	
207	2782	120	0	4000	
208	2787	120	0	4000	
209	2792	0	0	4000	
210	2797	0	0	4000	
211	2802	40	0	4000	
212	2807	40	0	4000	
213	2812	80	0	4000	
214	2817	80	0	4000	
215	2822	40	0	4000	
216	2827	40	0	4000	
217	2832	40	0	4000	
218	2837	40	0	4000	
219	2842	120	0	4000	
220	2847	120	0	4000	
221	2852	120	0	4000	
222	2857	120	0	4000	
223	2862	80	0	4000	
224	2867	80	0	4000	
225	2872	120	0	4000	
226	2877	120	0	4000	
227	2882	160	0	4000	
228	2887	160	0	4000	
229	2892	160	0	4000	
230	2897	160	0	4000	
